,loss_train
0,2.0288262367248535
1,1.8356329202651978
2,2.0091934204101562
3,1.8562954664230347
4,1.9058332443237305
5,1.9650498628616333
6,1.7579116821289062
7,2.1385014057159424
8,2.146636962890625
9,1.7615317106246948
10,2.1618852615356445
11,1.9384266138076782
12,1.3796944618225098
13,1.9669746160507202
14,1.8732300996780396
15,1.9796222448349
16,1.4641354084014893
17,2.043879747390747
18,1.7824686765670776
19,1.6069318056106567
20,1.7007112503051758
21,1.7896124124526978
22,1.688767910003662
23,1.8788986206054688
24,1.8598300218582153
25,1.8425101041793823
26,1.7673066854476929
27,1.4531749486923218
28,1.7165553569793701
29,2.391514778137207
30,1.8046395778656006
31,1.736953854560852
32,1.8365951776504517
33,1.8384290933609009
34,1.9047867059707642
35,1.8209741115570068
36,1.7124477624893188
37,1.5728895664215088
38,1.9006620645523071
39,1.9848039150238037
40,1.77225923538208
41,1.7872525453567505
42,1.8178962469100952
43,1.4874603748321533
44,1.5199731588363647
45,1.3697724342346191
46,1.7174121141433716
47,1.854884386062622
48,1.7528060674667358
49,1.602533221244812
50,1.69852876663208
51,1.7341336011886597
52,1.7045314311981201
53,1.7811334133148193
54,1.783402681350708
55,2.114169120788574
56,1.6540708541870117
57,1.6694412231445312
58,1.7793573141098022
59,1.5530531406402588
60,1.581207275390625
61,1.4347922801971436
62,1.5697226524353027
63,1.836317539215088
64,1.6255139112472534
65,1.5379986763000488
66,1.4994503259658813
67,1.8219363689422607
68,1.5258694887161255
69,1.4906775951385498
70,1.7044084072113037
71,1.6288810968399048
72,1.3838218450546265
73,1.5712175369262695
74,1.7649133205413818
75,1.467960238456726
76,1.268568515777588
77,1.3234591484069824
78,1.6783628463745117
79,1.7053499221801758
80,1.7980704307556152
81,1.616545557975769
82,1.913221836090088
83,1.488301396369934
84,1.753210425376892
85,1.426173210144043
86,1.3130946159362793
87,1.6225568056106567
88,1.7033354043960571
89,1.5833343267440796
90,1.582908272743225
91,1.7102400064468384
92,1.3513789176940918
93,1.7204166650772095
94,1.6588809490203857
95,1.5739529132843018
96,1.5284132957458496
97,1.4692773818969727
98,1.513639211654663
99,1.4922103881835938
100,1.6002910137176514
101,1.6613433361053467
102,1.4947258234024048
103,1.7261221408843994
104,1.5302737951278687
105,1.6230663061141968
106,1.409414529800415
107,1.3612513542175293
108,1.2950787544250488
109,1.3529725074768066
110,1.5379784107208252
111,1.6669186353683472
112,1.6030367612838745
113,1.4252238273620605
114,1.6562964916229248
115,1.4547173976898193
116,1.3161749839782715
117,1.3571114540100098
118,1.8056612014770508
119,1.6534488201141357
120,1.730276346206665
121,1.3343148231506348
122,1.644255518913269
123,1.4836937189102173
124,1.5936686992645264
125,1.391404628753662
126,1.510716438293457
127,1.4571537971496582
128,1.2283949851989746
129,1.4851782321929932
130,1.5682094097137451
131,1.3409228324890137
132,1.53578782081604
133,1.3158444166183472
134,1.3360193967819214
135,1.5350160598754883
136,1.445127248764038
137,1.662166714668274
138,1.534279465675354
139,1.7786201238632202
140,1.60614013671875
141,1.7270269393920898
142,1.5402979850769043
143,1.4654933214187622
144,1.3741172552108765
145,1.6288775205612183
146,1.474279761314392
147,1.6906307935714722
148,1.3429510593414307
149,1.5283068418502808
150,1.3423378467559814
151,1.7861443758010864
152,1.3924202919006348
153,1.6683436632156372
154,1.424485206604004
155,1.737442135810852
156,1.595628261566162
157,1.4255058765411377
158,1.5809028148651123
159,1.590821385383606
160,1.3595679998397827
161,1.2931087017059326
162,1.552192211151123
163,1.4171329736709595
164,1.6688679456710815
165,1.5807422399520874
166,1.494933009147644
167,1.7067484855651855
168,1.5177514553070068
169,1.367360234260559
170,1.4301327466964722
171,1.5423157215118408
172,1.3856077194213867
173,1.3275986909866333
174,1.341578722000122
175,1.330424189567566
176,1.2647507190704346
177,1.501084566116333
178,1.3850692510604858
179,1.4726498126983643
180,1.641329288482666
181,1.5950334072113037
182,1.2182905673980713
183,1.246008038520813
184,1.4160187244415283
185,1.2968394756317139
186,1.6818445920944214
187,1.4875578880310059
188,1.3879826068878174
189,1.680905818939209
190,1.46684992313385
191,1.2513489723205566
192,1.734818696975708
193,1.331997036933899
194,1.6826729774475098
195,1.4137715101242065
196,1.3128113746643066
197,1.515537142753601
198,1.433609127998352
199,1.394433617591858
200,1.4537512063980103
201,1.300592303276062
202,1.6769835948944092
203,1.4749929904937744
204,1.6272300481796265
205,1.9304170608520508
206,1.1238001585006714
207,1.5792385339736938
208,1.5382530689239502
209,1.5116790533065796
210,1.5817452669143677
211,1.5298702716827393
212,1.468161940574646
213,1.3563182353973389
214,1.2704204320907593
215,1.450179934501648
216,1.6886377334594727
217,1.386318325996399
218,1.5769133567810059
219,1.5384310483932495
220,1.363542079925537
221,1.5845894813537598
222,1.397578239440918
223,1.6023788452148438
224,1.2660807371139526
225,1.343385934829712
226,1.3278330564498901
227,1.483087182044983
228,1.2934645414352417
229,1.1211875677108765
230,1.6730053424835205
231,1.2764613628387451
232,1.3878507614135742
233,1.4574737548828125
234,1.1982944011688232
235,1.201589584350586
236,1.4590134620666504
237,1.2067447900772095
238,1.278975009918213
239,1.2894935607910156
240,1.4457387924194336
241,1.3874213695526123
242,1.7705671787261963
243,1.2157078981399536
244,1.24582839012146
245,1.4169377088546753
246,1.1667906045913696
247,1.4654045104980469
248,1.3742108345031738
249,1.4030030965805054
250,1.2665444612503052
251,1.329253077507019
252,1.6173198223114014
253,1.4621214866638184
254,1.715601921081543
255,1.3962483406066895
256,1.4929944276809692
257,1.4711647033691406
258,1.8565964698791504
259,1.401208758354187
260,1.5141606330871582
261,1.3318660259246826
262,1.265476942062378
263,1.343855619430542
264,1.1693516969680786
265,1.350673794746399
266,1.160740852355957
267,1.3352121114730835
268,1.3679990768432617
269,1.3610588312149048
270,1.444812297821045
271,1.4901325702667236
272,1.2999588251113892
273,1.6911448240280151
274,1.6302971839904785
275,1.0970289707183838
276,1.3067561388015747
277,1.2342830896377563
278,1.4496369361877441
279,1.4186451435089111
280,1.501521348953247
281,1.1860573291778564
282,1.0578500032424927
283,1.281012773513794
284,1.3591444492340088
285,1.5413463115692139
286,1.6470364332199097
287,1.5560941696166992
288,1.1505939960479736
289,1.450913906097412
290,1.22987699508667
291,1.0921990871429443
292,1.5666189193725586
293,1.3073034286499023
294,1.4670885801315308
295,1.1952147483825684
296,1.3963056802749634
297,1.1230849027633667
298,1.3209670782089233
299,1.3004851341247559
300,1.3873263597488403
301,1.3539247512817383
302,1.2408061027526855
303,1.1940412521362305
304,1.4860403537750244
305,1.736099362373352
306,1.4533578157424927
307,1.240201473236084
308,1.2597508430480957
309,1.4413468837738037
310,1.7497590780258179
311,1.7715215682983398
312,1.1448746919631958
313,1.3385833501815796
314,1.2429310083389282
315,1.266361117362976
316,1.3930487632751465
317,1.5349453687667847
318,1.4314162731170654
319,1.4837580919265747
320,1.4821356534957886
321,1.4513074159622192
322,1.2262459993362427
323,1.4579873085021973
324,1.3181086778640747
325,1.5882011651992798
326,1.473014235496521
327,1.5267561674118042
328,1.4504488706588745
329,1.5779883861541748
330,1.3882801532745361
331,1.350150465965271
332,1.3233643770217896
333,1.2473465204238892
334,1.1052781343460083
335,1.4055787324905396
336,1.267305850982666
337,1.3836132287979126
338,1.568159818649292
339,1.2079377174377441
340,1.2644813060760498
341,1.1210732460021973
342,1.1244864463806152
343,1.1864001750946045
344,1.1507139205932617
345,1.2510960102081299
346,1.2939307689666748
347,1.315992832183838
348,1.3386174440383911
349,1.2004785537719727
350,1.415683627128601
351,1.5871262550354004
352,1.212277889251709
353,1.3147538900375366
354,1.3894622325897217
355,1.2302608489990234
356,1.4656469821929932
357,1.3902517557144165
358,1.4284298419952393
359,1.5118058919906616
360,1.1711097955703735
361,1.2522832155227661
362,1.2813950777053833
363,1.2935069799423218
364,1.1397086381912231
365,1.105717658996582
366,1.197410225868225
367,1.4189115762710571
368,1.2379894256591797
369,1.5583224296569824
370,1.3514418601989746
371,1.047552466392517
372,0.9506362676620483
373,1.3524467945098877
374,1.2625261545181274
375,1.2257795333862305
376,1.265658974647522
377,1.2571216821670532
378,1.455318570137024
379,1.546799898147583
380,1.165431022644043
381,1.4147047996520996
382,1.3130202293395996
383,1.2710763216018677
384,1.282170057296753
385,1.2759084701538086
386,1.2860713005065918
387,1.5631619691848755
388,1.3098573684692383
389,1.553810715675354
390,1.1808576583862305
391,1.5515975952148438
392,1.30547297000885
393,1.3252441883087158
394,1.207755446434021
395,1.3215442895889282
396,1.5044561624526978
397,1.6202023029327393
398,1.2291631698608398
399,1.3046187162399292
400,1.551345705986023
401,1.5341647863388062
402,1.3835922479629517
403,1.218450903892517
404,1.3247878551483154
405,1.2901158332824707
406,1.2304342985153198
407,1.5878573656082153
408,1.3606719970703125
409,1.1930346488952637
410,1.3325320482254028
411,1.5389132499694824
412,1.435899257659912
413,1.2466554641723633
414,1.3002837896347046
415,1.3363711833953857
416,0.9761861562728882
417,1.2662423849105835
418,1.0371111631393433
419,1.1237810850143433
420,1.2620640993118286
421,1.1663308143615723
422,1.237197995185852
423,1.389406442642212
424,1.5038540363311768
425,1.4543206691741943
426,1.3076835870742798
427,1.1414200067520142
428,1.3819977045059204
429,1.5065780878067017
430,1.2262771129608154
431,1.2938040494918823
432,1.3335992097854614
433,1.3999119997024536
434,1.4054837226867676
435,1.2805453538894653
436,1.3398313522338867
437,1.2439749240875244
438,1.3588006496429443
439,1.1776989698410034
440,1.4776536226272583
441,0.9828147292137146
442,1.4269897937774658
443,1.28733491897583
444,1.356164574623108
445,1.254919171333313
446,1.1598842144012451
447,1.335475206375122
448,1.3060226440429688
449,1.286971092224121
450,1.2541967630386353
451,1.128556728363037
452,1.2336753606796265
453,1.1960276365280151
454,1.0579230785369873
455,1.2939064502716064
456,1.3522834777832031
457,1.1035631895065308
458,1.2050870656967163
459,1.2082347869873047
460,1.3559390306472778
461,1.129231572151184
462,1.2946946620941162
463,1.1573877334594727
464,1.3156574964523315
465,1.11078679561615
466,1.163588523864746
467,1.2221674919128418
468,1.3858375549316406
469,1.2755963802337646
470,1.1666702032089233
471,1.0925661325454712
472,1.1187571287155151
473,1.1230249404907227
474,1.3485472202301025
475,1.1091583967208862
476,1.5301175117492676
477,1.0728344917297363
478,1.156072974205017
479,1.1164497137069702
480,1.330322265625
481,1.3731262683868408
482,1.1014854907989502
483,1.0873985290527344
484,1.1345635652542114
485,1.3942270278930664
486,1.1756086349487305
487,1.0718331336975098
488,1.1502934694290161
489,1.2145657539367676
490,1.2878053188323975
491,1.3479498624801636
492,1.0297634601593018
493,1.2179174423217773
494,1.3171418905258179
495,1.1629197597503662
496,1.3018685579299927
497,1.5044821500778198
498,1.105533480644226
499,1.6141225099563599
500,1.5149192810058594
501,0.9903736114501953
502,1.163178563117981
503,1.189526081085205
504,1.2361433506011963
505,1.4622780084609985
506,1.4147645235061646
507,0.9495861530303955
508,1.157517433166504
509,1.0326740741729736
510,1.2458600997924805
511,1.2108845710754395
512,1.1997123956680298
513,1.0928330421447754
514,1.2179118394851685
515,1.2413873672485352
516,1.2358906269073486
517,1.1317546367645264
518,1.20136296749115
519,1.1055165529251099
520,1.591672658920288
521,1.3641704320907593
522,1.3376760482788086
523,1.2781691551208496
524,1.1066107749938965
525,1.4838042259216309
526,1.4860790967941284
527,1.7328993082046509
528,1.3673878908157349
529,1.1288131475448608
530,1.2323662042617798
531,1.547088623046875
532,1.254673719406128
533,1.4952141046524048
534,1.4664250612258911
535,1.1247200965881348
536,1.3614879846572876
537,1.164700984954834
538,1.3613325357437134
539,1.1850615739822388
540,1.3276437520980835
541,1.118182897567749
542,1.0940420627593994
543,1.0480055809020996
544,1.2111248970031738
545,1.3099980354309082
546,1.064639925956726
547,1.125037670135498
548,1.225694179534912
549,1.1348538398742676
550,0.9519113302230835
551,1.2289015054702759
552,1.1170506477355957
553,1.2453601360321045
554,1.2522952556610107
555,1.3242697715759277
556,1.3241981267929077
557,1.3161044120788574
558,1.4172320365905762
559,1.4986768960952759
560,1.045329213142395
561,1.132547378540039
562,1.2701847553253174
563,0.9658050537109375
564,1.1414848566055298
565,1.2568775415420532
566,1.3256419897079468
567,1.042393684387207
568,1.1336625814437866
569,1.2440707683563232
570,1.0855207443237305
571,1.1668081283569336
572,1.0868463516235352
573,1.117848515510559
574,1.4183931350708008
575,1.2965936660766602
576,1.1508914232254028
577,1.2102019786834717
578,1.0460188388824463
579,1.258061170578003
580,1.0601218938827515
581,1.0146597623825073
582,1.2501164674758911
583,1.3269777297973633
584,1.2703957557678223
585,1.141872763633728
586,1.0258495807647705
587,1.0934730768203735
588,1.404807448387146
589,1.1102880239486694
590,0.8953157663345337
591,1.1632335186004639
592,1.1547057628631592
593,1.2136473655700684
594,1.1144508123397827
595,0.9558859467506409
596,0.9366285800933838
597,1.3653193712234497
598,1.413319706916809
599,1.2190595865249634
600,1.1481322050094604
601,1.261983036994934
602,1.1249009370803833
603,1.0705798864364624
604,0.9636982083320618
605,1.3402410745620728
606,1.1841875314712524
607,1.0196311473846436
608,0.9414163827896118
609,1.13840913772583
610,1.071996808052063
611,1.28080153465271
612,1.0357203483581543
613,1.1046794652938843
614,1.0895187854766846
615,1.3091745376586914
616,1.5945063829421997
617,1.1729835271835327
618,1.2476025819778442
619,1.5607260465621948
620,1.3501354455947876
621,0.920849084854126
622,1.022510051727295
623,1.1654151678085327
624,1.1391974687576294
625,1.1660645008087158
626,1.0157864093780518
627,1.185370683670044
628,1.228835105895996
629,1.192517876625061
630,1.0856741666793823
631,1.0897706747055054
632,1.2368663549423218
633,1.0526814460754395
634,1.3415063619613647
635,0.9908294677734375
636,1.2838836908340454
637,1.1955187320709229
638,1.5031335353851318
639,1.2237749099731445
640,1.1403764486312866
641,1.1831774711608887
642,1.2280943393707275
643,1.3958865404129028
644,1.1622833013534546
645,1.2569562196731567
646,1.1273781061172485
647,0.9660756587982178
648,1.1990944147109985
649,1.058772325515747
650,1.255689024925232
651,1.1531926393508911
652,1.4190466403961182
653,1.3537899255752563
654,0.8939169049263
655,0.9614596366882324
656,1.1663408279418945
657,1.0849809646606445
658,1.3935537338256836
659,0.9142662286758423
660,1.007827877998352
661,0.8809312582015991
662,1.2227065563201904
663,0.885505735874176
664,1.2344820499420166
665,1.1048762798309326
666,1.249925971031189
667,1.1181533336639404
668,1.028640627861023
669,1.2183220386505127
670,1.324674367904663
671,1.235296368598938
672,1.2844761610031128
673,1.0799219608306885
674,1.1490602493286133
675,1.1638360023498535
676,1.2140053510665894
677,1.092017650604248
678,0.8947961926460266
679,1.0153536796569824
680,0.9759602546691895
681,1.2151086330413818
682,1.171836495399475
683,1.0959751605987549
684,1.3038064241409302
685,1.0684833526611328
686,1.3003756999969482
687,1.1140800714492798
688,1.1445142030715942
689,0.9036619663238525
690,1.0665432214736938
691,0.9930034875869751
692,1.0372719764709473
693,1.1632658243179321
694,1.0486618280410767
695,0.9587252140045166
696,0.9536378979682922
697,0.9014923572540283
698,1.1371681690216064
699,1.148760199546814
700,1.1145391464233398
701,1.1519322395324707
702,1.2148245573043823
703,0.9740872979164124
704,1.2847621440887451
705,1.3132647275924683
706,1.2954405546188354
707,0.9843977093696594
708,0.9676940441131592
709,1.0786309242248535
710,1.05668306350708
711,1.2840501070022583
712,1.104225993156433
713,1.170930027961731
714,1.047829031944275
715,0.9092745780944824
716,1.1041595935821533
717,1.1195178031921387
718,1.3057012557983398
719,1.1811450719833374
720,1.3022854328155518
721,1.175693392753601
722,0.9871084094047546
723,1.027644157409668
724,1.065497875213623
725,1.246629238128662
726,1.0297273397445679
727,1.4195830821990967
728,1.048943042755127
729,1.2681411504745483
730,1.22364342212677
731,0.9181486368179321
732,1.34293794631958
733,1.2132163047790527
734,1.145188808441162
735,1.242467999458313
736,1.0467650890350342
737,1.2336255311965942
738,0.9216548800468445
739,0.9815021753311157
740,0.948720395565033
741,1.0369656085968018
742,1.1289652585983276
743,0.9115985035896301
744,1.112715721130371
745,1.192286729812622
746,1.0570940971374512
747,1.1766856908798218
748,1.0913945436477661
749,1.2409729957580566
750,0.9993218183517456
751,1.3329670429229736
752,1.3004974126815796
753,0.9805927276611328
754,0.9229455590248108
755,1.0339641571044922
756,0.9772123694419861
757,1.1112289428710938
758,1.0961039066314697
759,0.9395358562469482
760,0.9068355560302734
761,1.051819086074829
762,1.004333734512329
763,1.323699951171875
764,1.2473254203796387
765,0.9263043999671936
766,1.1318943500518799
767,1.2275505065917969
768,1.144441843032837
769,1.3039265871047974
770,1.0426961183547974
771,0.9791243672370911
772,1.055325984954834
773,0.9994325041770935
774,0.9053890109062195
775,1.2162917852401733
776,1.1055941581726074
777,1.2181122303009033
778,1.3177826404571533
779,1.1095912456512451
780,1.0540966987609863
781,1.3226662874221802
782,1.4908239841461182
783,1.2188055515289307
784,1.097140908241272
785,1.0282360315322876
786,1.005265235900879
787,1.0853626728057861
788,0.965846836566925
789,0.9796732068061829
790,1.0701572895050049
791,1.0824421644210815
792,0.8688087463378906
793,1.0269746780395508
794,0.9729804992675781
795,1.2168715000152588
796,1.065300464630127
797,0.750100314617157
798,1.0670369863510132
799,1.0011727809906006
800,0.9903197288513184
801,0.9003356099128723
802,1.1997915506362915
803,1.200464129447937
804,0.9542840719223022
805,1.1874583959579468
806,1.001298427581787
807,0.9370989799499512
808,0.9652326107025146
809,0.9242899417877197
810,1.1201454401016235
811,1.0530675649642944
812,0.941479504108429
813,0.8837370872497559
814,1.0498683452606201
815,0.7996596693992615
816,0.9058910608291626
817,0.8803539276123047
818,1.1441261768341064
819,1.0293229818344116
820,0.9037523865699768
821,0.9726510643959045
822,1.3419359922409058
823,0.7158238291740417
824,1.1897380352020264
825,1.0949887037277222
826,1.0550403594970703
827,0.9669761657714844
828,1.0647497177124023
829,0.7906116247177124
830,0.879860520362854
831,0.9490955471992493
832,1.3388137817382812
833,1.4537148475646973
834,1.2340909242630005
835,0.9174169898033142
836,0.8521014451980591
837,0.968060314655304
838,0.9245201945304871
839,1.0803799629211426
840,0.9910856485366821
841,0.9054957628250122
842,1.1448338031768799
843,0.7887782454490662
844,0.7285215854644775
845,0.9871586561203003
846,1.2531390190124512
847,0.9971230030059814
848,0.9613911509513855
849,1.0610263347625732
850,1.0000386238098145
851,0.9036747217178345
852,1.1580729484558105
853,1.0923144817352295
854,0.8834813833236694
855,1.1691068410873413
856,0.899285078048706
857,0.9951154589653015
858,1.187470555305481
859,1.0061695575714111
860,0.9616659283638
861,1.1067293882369995
862,0.8739019632339478
863,0.9411211609840393
864,1.1396126747131348
865,1.2744176387786865
866,1.185269832611084
867,1.0226185321807861
868,1.3639233112335205
869,1.2581616640090942
870,1.0954296588897705
871,1.0872693061828613
872,1.0470587015151978
873,1.1584107875823975
874,1.1515806913375854
875,1.071641206741333
876,0.9662603735923767
877,1.0603554248809814
878,1.1371575593948364
879,0.9246867895126343
880,1.2735017538070679
881,0.979459285736084
882,0.92755526304245
883,1.2486180067062378
884,1.0256235599517822
885,1.1288527250289917
886,1.3829870223999023
887,1.1563066244125366
888,1.227650761604309
889,1.1074897050857544
890,1.1394258737564087
891,1.0099824666976929
892,0.9511187672615051
893,1.2662560939788818
894,1.178756833076477
895,0.945280134677887
896,0.9060205817222595
897,1.0518357753753662
898,1.0583819150924683
899,0.7090396285057068
900,1.0202882289886475
901,0.963469386100769
902,0.7761659026145935
903,1.1243476867675781
904,1.0547527074813843
905,1.060218095779419
906,0.951447606086731
907,0.9532322883605957
908,0.7668878436088562
909,0.984600305557251
910,0.9712873697280884
911,0.8996649384498596
912,0.9761621952056885
913,0.9754827618598938
914,0.8624899983406067
915,0.8359395861625671
916,1.151336669921875
917,0.938666582107544
918,0.8809105753898621
919,1.157021164894104
920,1.288515567779541
921,0.8179651498794556
922,1.0207494497299194
923,0.8640294075012207
924,1.1652454137802124
925,1.0811229944229126
926,1.1859345436096191
927,1.0468485355377197
928,0.8082759380340576
929,0.7876682281494141
930,0.8184210062026978
931,1.0686407089233398
932,1.1854625940322876
933,1.0147761106491089
934,0.9745913743972778
935,0.7838436365127563
936,1.0714771747589111
937,1.087459921836853
938,0.8794891834259033
939,0.9627676606178284
940,1.0062638521194458
941,0.8429911136627197
942,1.0802794694900513
943,1.0770000219345093
944,1.1688752174377441
945,0.9775270223617554
946,0.9964044690132141
947,1.216618299484253
948,0.7607336640357971
949,0.9176366329193115
950,1.2922917604446411
951,1.1466948986053467
952,1.1095815896987915
953,1.1238785982131958
954,1.2336708307266235
955,1.0202412605285645
956,1.0328010320663452
957,1.1133865118026733
958,0.8745858669281006
959,0.8074581027030945
960,0.7658252120018005
961,1.052523136138916
962,1.0585287809371948
963,0.9532473683357239
964,1.052854061126709
965,0.9024651050567627
966,0.8584844470024109
967,0.7998182773590088
968,0.8517284393310547
969,0.9206270575523376
970,1.2174590826034546
971,0.8922146558761597
972,1.1951106786727905
973,0.8915015459060669
974,1.0911442041397095
975,0.8528834581375122
976,0.7834140658378601
977,1.133298635482788
978,0.8642340302467346
979,1.1967854499816895
980,0.8864343762397766
981,0.9128520488739014
982,0.9005623459815979
983,0.9986891150474548
984,1.0043302774429321
985,1.0550634860992432
986,0.9314147233963013
987,1.0688230991363525
988,0.8822543621063232
989,0.7115554213523865
990,1.0798108577728271
991,1.0171945095062256
992,1.2799118757247925
993,0.7851423025131226
994,0.8924508690834045
995,0.8879635334014893
996,0.9946216344833374
997,1.0570955276489258
998,1.009251594543457
999,0.817270040512085
1000,1.1310194730758667
1001,0.9076434373855591
1002,1.191466212272644
1003,0.8481813073158264
1004,0.957263171672821
1005,1.1477056741714478
1006,1.2225340604782104
1007,0.9889561533927917
1008,0.8273600935935974
1009,1.081831932067871
1010,0.8610280752182007
1011,1.0108039379119873
1012,0.9377162456512451
1013,0.7462270855903625
1014,0.8844174146652222
1015,0.999103844165802
1016,0.9481324553489685
1017,0.7426173686981201
1018,0.6874348521232605
1019,1.291953682899475
1020,0.790671169757843
1021,0.9201309084892273
1022,0.8073795437812805
1023,1.017781138420105
1024,0.8465969562530518
1025,0.817610502243042
1026,0.8818531632423401
1027,1.0010749101638794
1028,0.9165254235267639
1029,1.028990387916565
1030,1.0095524787902832
1031,0.8289833068847656
1032,0.9546520113945007
1033,1.0804963111877441
1034,0.8491485118865967
1035,0.9548394680023193
1036,0.7482720017433167
1037,0.8827909231185913
1038,0.8440258502960205
1039,0.9300199151039124
1040,0.752694845199585
1041,0.8136982917785645
1042,0.8342427015304565
1043,1.1190311908721924
1044,0.9723451137542725
1045,0.7773380875587463
1046,0.8925957679748535
1047,0.7986273169517517
1048,0.8077029585838318
1049,0.7485356330871582
1050,0.8330535888671875
1051,0.8840364813804626
1052,0.9064300060272217
1053,1.1226623058319092
1054,1.0741469860076904
1055,1.0190976858139038
1056,1.0103434324264526
1057,1.0195281505584717
1058,0.9901812076568604
1059,0.9264439940452576
1060,1.1314374208450317
1061,1.0500777959823608
1062,0.9497748613357544
1063,1.0797401666641235
1064,1.097724199295044
1065,0.7719173431396484
1066,0.8305805921554565
1067,1.1334068775177002
1068,0.7967237830162048
1069,1.1871614456176758
1070,0.9974019527435303
1071,1.0560492277145386
1072,0.8132566213607788
1073,0.9052493572235107
1074,0.9142727851867676
1075,0.9481344819068909
1076,0.8544864058494568
1077,1.0055291652679443
1078,1.1721357107162476
1079,0.9171172976493835
1080,1.0554752349853516
1081,0.9303195476531982
1082,0.988616943359375
1083,1.0240799188613892
1084,0.9285368919372559
1085,1.066291093826294
1086,1.0052573680877686
1087,0.9565359354019165
1088,0.9237545132637024
1089,0.9571688175201416
1090,1.0233805179595947
1091,0.7361820936203003
1092,1.125259280204773
1093,0.900301992893219
1094,0.8612939715385437
1095,0.928809642791748
1096,0.9127787947654724
1097,0.7782214283943176
1098,1.0658659934997559
1099,0.8730179667472839
1100,1.0055001974105835
1101,1.156364917755127
1102,1.137559175491333
1103,0.954398512840271
1104,0.8615856766700745
1105,0.9117844104766846
1106,0.9842864871025085
1107,0.7907621264457703
1108,0.8383074998855591
1109,1.122427225112915
1110,0.8407464623451233
1111,1.0239853858947754
1112,1.2046903371810913
1113,0.9847893714904785
1114,1.3037381172180176
1115,1.0662355422973633
1116,1.170536994934082
1117,0.9788842797279358
1118,0.9685671925544739
1119,0.9594690203666687
1120,0.8098593950271606
1121,1.0917049646377563
1122,0.9586594104766846
1123,0.9371969103813171
1124,0.796833336353302
1125,1.0076229572296143
1126,0.9213905334472656
1127,0.8974311351776123
1128,0.9570598602294922
1129,0.93023681640625
1130,0.9353033304214478
1131,0.7127468585968018
1132,0.7682066559791565
1133,0.7950066924095154
1134,0.7198857665061951
1135,1.0347908735275269
1136,0.986407995223999
1137,0.8971349596977234
1138,0.9232075214385986
1139,0.8836144208908081
1140,0.7448962926864624
1141,0.8529971837997437
1142,0.8904098272323608
1143,0.7645374536514282
